identifier,process,crossSection=-1,BR=1,execute=True,dataset,prefix,pattern,splitLevel,::variables,::pyFragments,comment
#ggGrav2PB_W0p3_M750,,-1,,,/Graviton2PBToZZTo4L_width0p3_M-750_13TeV-JHUgenV6-pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;SPIN=2;a1=1;b5=1;APPLY_K_NNLOQCD_ZZGG=1,,
#ggGrav2PB_W0p3_M800,,-1,,,/Graviton2PBToZZTo4L_width0p3_M-800_13TeV-JHUgenV6-pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;SPIN=2;a1=1;b5=1;APPLY_K_NNLOQCD_ZZGG=1,,
#ggGrav2PB_W0p3_M1200,,-1,,,/Graviton2PBToZZTo4L_width0p3_M-1200_13TeV-JHUgenV6-pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;SPIN=2;a1=1;b5=1;APPLY_K_NNLOQCD_ZZGG=1,,
#ggGrav2PB_W0p3_M2000,,-1,,,/Graviton2PBToZZTo4L_width0p3_M-2000_13TeV-JHUgenV6-pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;SPIN=2;a1=1;b5=1;APPLY_K_NNLOQCD_ZZGG=1,,
#ggGrav2PB_W0p3_M3000,,-1,,,/Graviton2PBToZZTo4L_width0p3_M-3000_13TeV-JHUgenV6-pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;SPIN=2;a1=1;b5=1;APPLY_K_NNLOQCD_ZZGG=1,,
#ggGrav2PB_W0p3_M4000,,-1,,,/Graviton2PBToZZTo4L_width0p3_M-4000_13TeV-JHUgenV6-pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;SPIN=2;a1=1;b5=1;APPLY_K_NNLOQCD_ZZGG=1,,

#ggH115, ,48.69,9.22E-05,,/GluGluHToZZTo4L_M115_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH120, ,52.22,1.67E-04,,/GluGluHToZZTo4L_M120_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH124, ,49.27,2.52E-04,,/GluGluHToZZTo4L_M124_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH125, ,48.58,2.76E-04,,/GluGluHToZZTo4L_M125_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;PRODANOMALOUS=True,,
#ggH126, ,47.89,3.02E-04,,/GluGluHToZZTo4L_M126_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH130, ,45.31,4.14E-04,,/GluGluHToZZTo4L_M130_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH135, ,41.23,4.14E-04,,/GluGluHToZZTo4L_M135_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH140, ,34.28,7.11E-04,,/GluGluHToZZTo4L_M140_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH145, ,32.19,8.17E-04,,/GluGluHToZZTo4L_M145_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH150, ,30.29,8.50E-04,,/GluGluHToZZTo4L_M150_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH155, ,28.2,7.59E-04, ,/GluGluHToZZTo4L_M155_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH160, ,26.97,4.25E-04,,/GluGluHToZZTo4L_M160_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH165, ,25.2,2.27E-04, ,/GluGluHToZZTo4L_M165_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,#cross-section value is a guess from nearby mH points
#ggH170, ,24.19,2.41E-04,,/GluGluHToZZTo4L_M170_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2,,
#ggH175, ,22.7,3.30E-04, ,/GluGluHToZZTo4L_M175_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH180, ,21.84,6.12E-04,,/GluGluHToZZTo4L_M180_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH190, ,19.84,2.12E-03,,/GluGluHToZZTo4L_M190_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH200, ,18.12,2.59E-03,,/GluGluHToZZTo4L_M200_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH210, ,16.65,2.78E-03,,/GluGluHToZZTo4L_M210_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH230, ,14.26,2.93E-03,,/GluGluHToZZTo4L_M230_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH250, ,12.48,3.01E-03,,/GluGluHToZZTo4L_M250_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH270, ,11.14,3.05E-03,,/GluGluHToZZTo4L_M270_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,

#ggH300, ,9.823,3.11E-03, ,/GluGluHToZZTo4L_M300_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH350, ,10.25,3.11E-03, ,/GluGluHToZZTo4L_M350_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,2,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH400, ,9.516,2.73E-03, ,/GluGluHToZZTo4L_M400_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH450, ,6.771,2.63E-03, ,/GluGluHToZZTo4L_M450_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH500, ,4.538,2.65E-03, ,/GluGluHToZZTo4L_M500_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v2/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH550, ,3.008,2.70E-03, ,/GluGluHToZZTo4L_M550_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH600, ,2.006,2.77E-03, ,/GluGluHToZZTo4L_M600_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH700, ,0.9235,2.90E-03,,/GluGluHToZZTo4L_M700_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH750, ,0.6398,2.95E-03,,/GluGluHToZZTo4L_M750_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH800, ,0.4491,3.01E-03,,/GluGluHToZZTo4L_M800_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH900, ,0.2301,3.10E-03,,/GluGluHToZZTo4L_M900_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH1000,,0.1233,3.18E-03,,/GluGluHToZZTo4L_M1000_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH1500,,0.008913,0,     ,/GluGluHToZZTo4L_M1500_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,, #FIXME: BR=0 means xsection=0 in the trees.
#ggH2000,,0.001084,0.,    ,/GluGluHToZZTo4L_M2000_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH2500,,0.0001778,0,    ,/GluGluHToZZTo4L_M2500_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,
#ggH3000,,0.00003502,0,   ,/GluGluHToZZTo4L_M3000_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,REWEIGHTING_TYPE=HVV_spin012;ghz1=1;APPLY_K_NNLOQCD_ZZGG=2;ADDLOOSEELE=True,,

#VBFH115, ,4.255,9.22E-05,,/VBF_HToZZTo4L_M115_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH120, ,3.935,1.67E-04,,/VBF_HToZZTo4L_M120_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH124, ,3.812,2.52E-04,,/VBF_HToZZTo4L_M124_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH125, ,3.782,2.76E-04,,/VBF_HToZZTo4L_M125_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH126, ,3.752,3.02E-04,,/VBF_HToZZTo4L_M126_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH130, ,3.637,4.14E-04,,/VBF_HToZZTo4L_M130_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH135, ,3.629,5.67E-04,,/VBF_HToZZTo4L_M135_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH140, ,3.492,7.11E-04,,/VBF_HToZZTo4L_M140_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH145, ,3.362,8.17E-04,,/VBF_HToZZTo4L_M145_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH155, ,3.095,7.59E-04,,/VBF_HToZZTo4L_M155_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH160, ,3.01,4.25E-04, ,/VBF_HToZZTo4L_M160_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH165, ,2.9,2.27E-04,  ,/VBF_HToZZTo4L_M165_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0,,
#VBFH170, ,2.802,2.41E-04,,/VBF_HToZZTo4L_M170_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v2/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH175, ,2.7,3.30E-04,  ,/VBF_HToZZTo4L_M175_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH180, ,2.612,6.12E-04,,/VBF_HToZZTo4L_M180_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH190, ,2.44,2.12E-03, ,/VBF_HToZZTo4L_M190_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH200, ,2.282,2.59E-03,,/VBF_HToZZTo4L_M200_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v2/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH210, ,2.138,2.78E-03,,/VBF_HToZZTo4L_M210_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH230, ,1.884,2.93E-03,,/VBF_HToZZTo4L_M230_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v2/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH250, ,1.669,3.01E-03,,/VBF_HToZZTo4L_M250_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH270, ,1.485,3.05E-03,,/VBF_HToZZTo4L_M270_13TeV_powheg2_JHUgenV6_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,

#VBFH300, ,1.256,3.11E-03, ,/VBF_HToZZTo4L_M300_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH350, ,0.9666,3.11E-03,,/VBF_HToZZTo4L_M350_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH400, ,0.758,2.73E-03, ,/VBF_HToZZTo4L_M400_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH450, ,0.6038,2.63E-03,,/VBF_HToZZTo4L_M450_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH500, ,0.4872,2.65E-03,,/VBF_HToZZTo4L_M500_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH550, ,0.3975,2.70E-03,,/VBF_HToZZTo4L_M550_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH600, ,0.3274,2.77E-03,,/VBF_HToZZTo4L_M600_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
#VBFH700, ,0.2275,2.90E-03,,/VBF_HToZZTo4L_M700_13TeV_powheg2_JHUgenV698_pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v2/MINIAODSIM,dbs,,1,ADDLHEKINEMATICS=True;VVMODE=1;VVDECAYMODE=0;ADDLOOSEELE=True,,
